Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
83,2022,2022-12-17,14,15,32.115,BUF,,MIA,W 32-29,,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,39,50%,0,0%,4,13%,
84,2022,2022-12-24,15,16,32.122,BUF,@,CHI,W 35-13,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,20%,
85,2022,2023-01-08,16,18,32.137,BUF,,NWE,W 35-23,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,19%,
86,2023,2023-09-10,1,1,,MIN,,TAM,L 17-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
87,2023,2023-09-14,2,2,33.021,MIN,@,PHI,L 28-34,,,,,,,0.0%,,0,0,,,,,,,,,,,,,19,33%,0,0%,4,14%,
88,2023,2023-09-24,3,3,33.031,MIN,,LAC,L 24-28,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,4,16%,
89,2023,2023-10-01,4,4,33.038,MIN,@,CAR,W 21-13,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,3,14%,
90,2023,2023-10-08,5,5,33.045,MIN,,KAN,L 20-27,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,4,17%,
91,2023,2023-10-15,6,6,33.052,MIN,@,CHI,W 19-13,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,19%,
92,2023,2023-10-23,7,7,33.060,MIN,,SFO,W 22-17,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,6,27%,
93,2023,2023-10-29,8,8,33.066,MIN,@,GNB,W 24-10,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,6,26%,
94,2023,2023-11-05,9,9,33.073,MIN,@,ATL,W 31-28,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,75,100%,0,0%,5,15%,
95,2023,2023-11-12,10,10,33.080,MIN,,NOR,W 27-19,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,6,21%,
96,2023,2023-11-19,11,11,33.087,MIN,@,DEN,L 20-21,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,4,15%,
97,2023,2023-11-27,12,12,33.095,MIN,,CHI,L 10-12,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,2,10%,
98,2023,2023-12-10,13,14,33.108,MIN,@,LVR,W 3-0,,,,,,,0.0%,,0,0,,,,,,,,,,,,,42,58%,0,0%,3,14%,
99,2023,2023-12-16,14,15,33.114,MIN,@,CIN,L 24-27,*,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,100%,0,0%,4,15%,
100,2023,2023-12-24,15,16,33.122,MIN,,DET,L 24-30,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,55,100%,0,0%,4,15%,
101,2023,2023-12-31,16,17,33.129,MIN,,GNB,L 10-33,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,2,8%,
102,2023,2024-01-07,17,18,33.136,MIN,@,DET,L 20-30,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,73,100%,0,0%,4,14%,
103,2024,2024-09-08,1,1,34.015,MIN,@,NYG,W 28-6,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,4,17%,
104,2024,2024-09-15,2,2,34.022,MIN,,SFO,W 23-17,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,22%,
105,2024,2024-09-22,3,3,34.029,MIN,,HOU,W 34-7,,,,,,,0.0%,,0,0,,,,,,,,,,,,,9,14%,0,0%,6,23%,
106,2024,2024-09-29,4,4,34.036,MIN,@,GNB,W 31-29,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,17%,
107,2024,2024-10-06,5,5,34.043,MIN,,NYJ,W 23-17,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,17%,
108,2024,2024-10-20,6,7,34.057,MIN,,DET,L 29-31,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,16%,
109,2024,2024-10-24,7,8,34.061,MIN,@,LAR,L 20-30,,,,,,,0.0%,,0,0,,,,,,,,,,,,,25,50%,0,0%,4,16%,
110,2024,2024-11-03,8,9,34.071,MIN,,IND,W 21-13,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,23%,
111,2024,2024-11-10,9,10,34.078,MIN,@,JAX,W 12-7,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,4,21%,
112,2024,2024-11-17,10,11,34.085,MIN,@,TEN,W 23-13,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,4,15%,
113,2024,2024-11-24,11,12,34.092,MIN,@,CHI,W 30-27,,,,,,,0.0%,,0,0,,,,,,,,,,,,,62,87%,0,0%,6,19%,
