Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Pnt,Yds,Y/P,RetYds,Net,NY/P,TB,TB%,In20,In20%,Blck,Num,Pct,Num,Pct,Num,Pct,Status
124,2021,2021-12-12,13,14,30.140,DEN,,DET,W 38-10,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,12,55%,
125,2021,2021-12-19,14,15,30.147,DEN,,CIN,L 10-15,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,23%,
126,2021,2021-12-26,15,16,30.154,DEN,@,LVR,L 13-17,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,36%,
127,2021,2022-01-02,16,17,30.161,DEN,@,LAC,L 13-34,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,1,0,1,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,24%,
128,2021,2022-01-08,17,18,30.167,DEN,,KAN,L 24-28,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,36%,
129,2022,2022-09-12,1,1,31.049,DEN,@,SEA,L 16-17,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,47%,
130,2022,2022-09-18,2,2,31.055,DEN,,HOU,W 16-9,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,35%,
131,2022,2022-09-25,3,3,31.062,DEN,,SFO,W 11-10,,0,0,,0,,,,1,2,50.0,0,3,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,18%,
132,2022,2022-10-02,4,4,31.069,DEN,@,LVR,L 23-32,,0,0,,0,2,3,66.7,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,28%,
133,2022,2022-10-06,5,5,31.073,DEN,,IND,L 9-12,,0,0,,0,,,,3,4,75.0,0,9,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,29%,
134,2022,2022-10-17,6,6,31.084,DEN,@,LAC,L 16-19,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,27%,
135,2022,2022-10-23,7,7,31.090,DEN,,NYJ,L 9-16,,0,0,,0,,1,0.0,1,2,50.0,0,3,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,21%,
136,2022,2022-10-30,8,8,31.097,DEN,@,JAX,W 21-17,,0,0,,0,3,3,100.0,,,,0,3,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,27%,
137,2022,2022-11-13,9,10,31.111,DEN,@,TEN,L 10-17,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,17%,
138,2022,2022-11-20,10,11,31.118,DEN,,LVR,L 16-22,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,38%,
139,2022,2022-11-27,11,12,31.125,DEN,@,CAR,L 10-23,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,20%,
140,2022,2022-12-04,12,13,31.132,DEN,@,BAL,L 9-10,,0,0,,0,,,,3,4,75.0,0,9,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,31%,
141,2022,2022-12-11,13,14,31.139,DEN,,KAN,L 28-34,,0,0,,0,4,4,100.0,,,,0,4,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,28%,
142,2022,2022-12-18,14,15,31.146,DEN,,ARI,W 24-15,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,10,36%,
143,2022,2022-12-25,15,16,31.153,DEN,@,LAR,L 14-51,,0,0,,0,,,,2,2,100.0,0,6,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,19%,
144,2022,2023-01-01,16,17,31.160,DEN,@,KAN,L 24-27,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,31%,
145,2022,2023-01-08,17,18,31.167,DEN,,LAC,W 31-28,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,35%,
146,2023,2023-09-10,1,1,32.047,JAX,@,IND,W 31-21,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,39%,
147,2023,2023-09-17,2,2,32.054,JAX,,KAN,L 9-17,,0,0,,0,,,,3,3,100.0,0,9,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,27%,
148,2023,2023-09-24,3,3,32.061,JAX,,HOU,L 17-37,,0,0,,0,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,9,31%,
149,2023,2023-10-01,4,4,32.068,JAX,,ATL,W 23-7,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,50%,
150,2023,2023-10-08,5,5,32.075,JAX,@,BUF,W 25-20,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,32%,
151,2023,2023-10-15,6,6,32.082,JAX,,IND,W 37-20,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,15,48%,
152,2023,2023-10-19,7,7,32.086,JAX,@,NOR,W 31-24,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,34%,
153,2023,2023-10-29,8,8,32.096,JAX,@,PIT,W 20-10,,0,0,,0,,,,4,4,100.0,0,12,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,10,38%,
154,2023,2023-11-12,9,10,32.110,JAX,,SFO,L 3-34,,0,0,,0,,,,1,1,100.0,0,3,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,3,13%,
155,2023,2023-11-19,10,11,32.117,JAX,,TEN,W 34-14,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,13,52%,
156,2023,2023-11-26,11,12,32.124,JAX,@,HOU,W 24-21,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,11,42%,
157,2023,2023-12-04,12,13,32.132,JAX,,CIN,L 31-34,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0.0,1,0,1,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,12,38%,
158,2023,2023-12-10,13,14,32.138,JAX,@,CLE,L 27-31,,0,0,,0,3,3,100.0,,,,0,3,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,24%,
159,2023,2023-12-17,14,15,32.145,JAX,,BAL,L 7-23,,0,0,,0,1,1,100.0,,2,0.0,0,1,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,5,23%,
160,2023,2023-12-24,15,16,32.152,JAX,@,TAM,L 12-30,,0,0,,0,,,,,1,0.0,0,0,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,4,20%,
161,2023,2023-12-31,16,17,32.159,JAX,,CAR,W 26-0,,0,0,,0,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,13,57%,
162,2023,2024-01-07,17,18,32.166,JAX,@,TEN,L 20-28,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,36%,
163,2024,2024-10-20,7,7,33.087,GNB,,HOU,W 24-22,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,8,28%,
164,2024,2024-10-27,8,8,33.094,GNB,@,JAX,W 30-27,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,12,36%,
165,2024,2024-11-03,9,9,33.101,GNB,,DET,L 14-24,,0,0,,0,,,,2,3,66.7,0,6,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,7,32%,
166,2024,2024-11-17,10,11,33.115,GNB,@,CHI,W 20-19,,0,0,,0,2,2,100.0,,,,0,2,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,6,33%,
167,2024,2024-11-24,11,12,33.122,GNB,,SFO,W 38-10,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0%,0,0%,13,52%,
